,id,code,date,open_weekly,close_weekly,high_weekly,low_weekly,total_vol,oi
1444,AAA20201023,AAA,2020-10-23,12.0,11.65,12.0,11.6,6274.139999999999,221.759964
1449,AAA20201030,AAA,2020-10-30,11.7,10.9,11.75,10.8,7209.9,221.759964
1454,AAA20201106,AAA,2020-11-06,10.95,11.0,11.3,10.85,3312.62,221.759964
1459,AAA20201113,AAA,2020-11-13,11.1,11.25,11.45,11.05,4827.1,221.759964
1464,AAA20201120,AAA,2020-11-20,11.3,12.3,12.8,11.2,13737.359999999999,221.759964
1469,AAA20201127,AAA,2020-11-27,12.3,12.25,12.45,11.95,11449.96,221.759964
1474,AAA20201204,AAA,2020-12-04,12.25,12.8,13.2,12.2,18521.399999999998,221.759964
1479,AAA20201211,AAA,2020-12-11,12.9,12.95,13.4,12.6,14127.07,221.759964
1484,AAA20201218,AAA,2020-12-18,13.0,13.35,13.65,12.95,15200.069999999998,221.759964
1489,AAA20201225,AAA,2020-12-25,13.35,14.0,14.65,13.15,23053.76,221.759964
1494,AAA20210104,AAA,2021-01-04,14.2,14.55,14.8,13.85,18606.07,221.759964
1499,AAA20210111,AAA,2021-01-11,14.4,15.8,15.9,14.4,22309.1,221.759964
1504,AAA20210118,AAA,2021-01-18,15.8,15.45,15.85,15.25,19517.599999999995,221.759964
1509,AAA20210125,AAA,2021-01-25,15.4,14.7,15.4,13.55,14692.699999999999,221.759964
1514,AAA20210201,AAA,2021-02-01,14.7,12.2,14.75,12.2,17383.199999999997,221.759964
1519,AAA20210208,AAA,2021-02-08,12.1,12.85,13.55,11.8,9758.399999999998,221.759964
1524,AAA20210222,AAA,2021-02-22,12.9,14.4,14.75,12.75,14470.099999999997,221.759964
1529,AAA20210301,AAA,2021-03-01,14.35,14.85,14.85,13.7,14357.399999999998,221.759964
1534,AAA20210308,AAA,2021-03-08,15.0,14.7,15.05,14.05,12442.699999999997,221.759964
1539,AAA20210315,AAA,2021-03-15,14.55,16.75,17.1,14.5,27093.2,221.759964
1544,AAA20210322,AAA,2021-03-22,16.75,16.7,17.4,16.45,17816.4,221.759964
1549,AAA20210329,AAA,2021-03-29,16.7,16.25,16.75,14.9,18072.8,221.759964
1554,AAA20210405,AAA,2021-04-05,16.3,16.55,16.9,16.2,15690.899999999998,221.759964
1559,AAA20210412,AAA,2021-04-12,16.45,17.5,17.9,16.05,21082.6,221.759964
1564,AAA20210419,AAA,2021-04-19,17.5,17.75,18.2,16.6,32018.0,221.759964
1569,AAA20210427,AAA,2021-04-27,17.75,16.7,17.95,15.6,27517.1,221.759964
1574,AAA20210506,AAA,2021-05-06,16.7,15.85,17.3,15.8,21460.199999999997,221.759964
1579,AAA20210513,AAA,2021-05-13,15.75,15.5,16.0,14.95,22374.799999999996,221.759964
1584,AAA20210520,AAA,2021-05-20,15.55,14.85,15.9,14.75,16095.199999999997,221.759964
1589,AAA20210527,AAA,2021-05-27,14.85,15.15,16.05,14.7,22122.299999999996,296.759979
1594,AAA20210603,AAA,2021-06-03,15.2,16.25,16.25,15.0,21424.999999999996,296.759979
1599,AAA20210610,AAA,2021-06-10,16.5,15.7,16.7,15.1,21864.899999999994,296.759979
1604,AAA20210617,AAA,2021-06-17,15.8,19.15,19.15,15.8,69182.101,296.759979
1609,AAA20210624,AAA,2021-06-24,19.0,19.05,20.2,18.5,95808.0,296.759979
1614,AAA20210701,AAA,2021-07-01,19.1,19.45,21.0,18.15,83406.001,296.759979
1619,AAA20210708,AAA,2021-07-08,19.3,16.7,19.3,16.55,45707.2,296.759979
1624,AAA20210715,AAA,2021-07-15,16.3,15.95,16.9,15.0,30060.699999999997,296.759979
1629,AAA20210722,AAA,2021-07-22,16.05,15.95,16.05,14.65,24681.099999999995,296.759979
1634,AAA20210729,AAA,2021-07-29,15.6,16.15,16.5,15.2,26222.699999999993,296.759979
1639,AAA20210805,AAA,2021-08-05,16.25,16.45,16.7,16.05,26505.399999999998,296.759979
1644,AAA20210812,AAA,2021-08-12,16.5,17.25,17.7,16.45,41933.8,296.759979
1651,AAM20150109,AAM,2015-01-09,7.76,7.54,8.04,7.54,14.189999999996363,9.935701
1656,AAM20150116,AAM,2015-01-16,7.92,7.87,7.98,7.54,25.249999999996362,9.935701
1661,AAM20150123,AAM,2015-01-23,7.7,7.7,7.76,7.59,21.35999999999636,9.935701
1666,AAM20150130,AAM,2015-01-30,7.7,7.87,7.92,7.65,44.26999999999636,9.935701
1671,AAM20150206,AAM,2015-02-06,7.87,7.71,7.95,7.54,15.48999999999636,9.935701
1676,AAM20150213,AAM,2015-02-13,7.71,7.59,8.25,7.41,16.389999999996363,9.935701
1681,AAM20150302,AAM,2015-03-02,7.71,8.01,8.07,7.59,15.689999999996362,9.935701
1686,AAM20150309,AAM,2015-03-09,7.77,7.65,8.07,7.53,28.809999999996357,9.935701
1691,AAM20150316,AAM,2015-03-16,7.65,7.65,7.77,7.65,18.00999999999636,9.935701
1696,AAM20150323,AAM,2015-03-23,7.53,7.59,7.77,7.47,13.979999999996362,9.935701
1701,AAM20150330,AAM,2015-03-30,7.71,7.65,7.77,7.53,20.61999999999636,9.935701
1706,AAM20150406,AAM,2015-04-06,7.59,7.59,7.77,7.41,12.079999999996359,9.935701
1711,AAM20150413,AAM,2015-04-13,7.59,7.53,7.59,7.35,8.579999999996359,9.935701
1716,AAM20150420,AAM,2015-04-20,7.41,7.41,7.59,7.29,52.889999999996355,9.935701
1721,AAM20150427,AAM,2015-04-27,7.53,7.59,7.59,7.41,12.309999999996355,9.935701
1726,AAM20150508,AAM,2015-05-08,7.59,7.35,7.59,7.35,4.9699999999963556,9.935701
1731,AAM20150515,AAM,2015-05-15,7.41,7.53,7.53,7.23,8.009999999996355,9.935701
1736,AAM20150522,AAM,2015-05-22,7.53,7.29,7.53,7.23,9.739999999996357,9.935701
1741,AAM20150529,AAM,2015-05-29,6.87,7.23,7.35,6.81,8.469999999996357,9.935701
1746,AAM20150605,AAM,2015-06-05,7.23,7.17,7.53,6.87,15.909999999996357,9.935701
1751,AAM20150612,AAM,2015-06-12,7.17,7.17,7.53,7.17,9.809999999996355,9.935701
1756,AAM20150619,AAM,2015-06-19,7.41,7.59,7.59,7.35,24.079999999996357,9.935701
1761,AAM20150626,AAM,2015-06-26,7.11,7.65,7.65,7.11,12.319999999996357,9.935701
1766,AAM20150703,AAM,2015-07-03,7.71,8.01,8.13,7.17,43.33999999999635,9.935701
1771,AAM20150710,AAM,2015-07-10,7.89,7.65,7.89,7.17,5.099999999996355,9.935701
1776,AAM20150717,AAM,2015-07-17,7.65,7.65,7.65,7.17,3.639999999996355,9.935701
1781,AAM20150724,AAM,2015-07-24,7.65,7.59,7.65,7.17,1.5899999999963548,9.935701
1786,AAM20150731,AAM,2015-07-31,7.59,7.11,7.65,6.64,25.449999999996354,9.935701
1791,AAM20150807,AAM,2015-08-07,7.35,6.87,7.47,6.87,4.379999999996355,9.935701
1796,AAM20150814,AAM,2015-08-14,6.64,7.17,7.23,6.58,9.489999999996353,9.935701
1801,AAM20150821,AAM,2015-08-21,7.23,7.17,7.29,6.81,10.689999999996354,9.935701
1806,AAM20150828,AAM,2015-08-28,6.87,6.58,7.11,6.28,12.539999999996356,9.935701
1811,AAM20150907,AAM,2015-09-07,6.58,6.81,6.93,6.34,11.559999999996355,9.935701
1816,AAM20150914,AAM,2015-09-14,6.75,6.87,7.17,6.28,21.839999999996355,9.935701
1821,AAM20150921,AAM,2015-09-21,6.87,6.4,6.87,6.28,8.879999999996354,9.935701
1826,AAM20150928,AAM,2015-09-28,6.46,6.46,6.64,6.34,2.229999999996355,9.935701
1831,AAM20151005,AAM,2015-10-05,6.58,6.46,6.58,6.16,6.669999999996355,9.935701
1836,AAM20151012,AAM,2015-10-12,6.22,6.34,6.58,6.16,76.74999999999636,9.935701
1841,AAM20151019,AAM,2015-10-19,6.28,6.28,6.28,6.1,16.739999999996353,9.935701
1846,AAM20151026,AAM,2015-10-26,6.22,6.04,6.52,6.04,45.41999999999635,9.935701
1851,AAM20151102,AAM,2015-11-02,6.4,6.4,6.81,6.04,26.51999999999635,9.935701
1856,AAM20151109,AAM,2015-11-09,6.75,6.46,6.87,6.28,15.719999999996352,9.935701
1861,AAM20151116,AAM,2015-11-16,6.75,6.58,6.75,6.34,15.49999999999635,9.935701
1866,AAM20151123,AAM,2015-11-23,6.58,6.52,6.87,6.28,12.509999999996351,9.935701
1871,AAM20151130,AAM,2015-11-30,6.16,6.58,6.58,6.16,15.429999999996351,9.935701
1876,AAM20151207,AAM,2015-12-07,6.52,6.46,7.29,6.46,11.18999999999635,9.935701
1881,AAM20151214,AAM,2015-12-14,6.4,6.7,6.81,6.4,40.52999999999635,9.935701
1886,AAM20151221,AAM,2015-12-21,6.34,6.58,6.64,6.28,13.799999999996349,9.935701
1891,AAM20151228,AAM,2015-12-28,6.46,6.46,6.65,6.1,25.749999999996348,9.935701
1896,AAM20160105,AAM,2016-01-05,6.33,6.4,6.78,6.27,8.879999999996347,9.935701
1901,AAM20160112,AAM,2016-01-12,6.4,6.33,6.52,6.21,9.669999999996348,9.935701
1906,AAM20160119,AAM,2016-01-19,6.33,6.33,6.65,6.14,17.519999999996347,9.935701
1911,AAM20160126,AAM,2016-01-26,6.33,6.14,6.33,5.64,10.699999999996347,9.935701
1916,AAM20160202,AAM,2016-02-02,6.33,6.14,6.65,5.95,10.069999999996346,9.935701
1921,AAM20160216,AAM,2016-02-16,6.14,6.59,6.59,6.14,3.939999999996347,9.935701
1926,AAM20160223,AAM,2016-02-23,6.59,7.47,7.6,6.59,55.65999999999635,9.935701
1931,AAM20160301,AAM,2016-03-01,7.09,7.03,7.54,6.78,6.869999999996349,9.935701
1936,AAM20160308,AAM,2016-03-08,7.16,7.22,7.6,6.97,3.569999999996348,9.935701
1941,AAM20160315,AAM,2016-03-15,7.41,7.35,7.47,6.65,33.509999999996346,9.935701
1946,AAM20160322,AAM,2016-03-22,7.28,7.54,7.54,6.65,8.159999999996348,9.935701
1951,AAM20160329,AAM,2016-03-29,7.03,6.78,7.35,6.71,23.359999999996347,9.935701
1956,AAM20160405,AAM,2016-04-05,6.9,6.97,6.97,6.65,11.749999999996348,9.935701
1961,AAM20160412,AAM,2016-04-12,6.9,6.52,6.9,6.52,2.7899999999963474,9.935701
1966,AAM20160420,AAM,2016-04-20,6.59,6.4,6.84,6.4,17.079999999996346,9.935701
